Human	Chimpanzee	Bonobo	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000117758:3148	ENSPTRG00000000416:3147	ENSPTRG00000000416:3147	ENSGGOG00000001668:834	ENSPPYG00000001655:3104	ENSMMUG00000012252:2409	ENSMUSG00000028879:2934	ENSMODG00000010695:903	ENSOANG00000008316:801	ENSGALG00000000723:1398
ENSG00000153317:6053	ENSPTRG00000020587:6041	ENSPTRG00000020587:6041	ENSGGOG00000008718:3303	ENSPPYG00000018884:3240	ENSMMUG00000012145:6034	ENSMUSG00000022377:4173	ENSMODG00000001522:3427	ENSOANG00000008104:2675	ENSGALG00000016302:3899
ENSG00000185231:3654	ENSPTRG00000009892:1559	ENSPTRG00000009892:1559	ENSGGOG00000004676:1559	ENSPPYG00000008978:894	ENSMMUG00000016681:893	ENSMUSG00000045569:1562	ENSMODG00000021413:936	ENSOANG00000012498:930	ENSGALG00000013891:1074
ENSG00000048740:9863	ENSPTRG00000002284:6858	ENSPTRG00000002284:6858	ENSGGOG00000009330:8075	ENSPPYG00000002083:3948	ENSMMUG00000011468:6747	ENSMUSG00000002107:7035	ENSMODG00000016763:1598	ENSOANG00000015432:2338	ENSGALG00000006713:1902
ENSG00000155886:2221	ENSPTRG00000020806:2221	ENSPTRG00000020806:2221	ENSGGOG00000016544:2221	ENSPPYG00000019190:1227	ENSMMUG00000020651:2221	ENSMUSG00000037996:10902	ENSMODG00000003525:2017	ENSOANG00000012398:837	ENSGALG00000015080:2224
ENSG00000125255:3777	ENSPTRG00000006019:3777	ENSPTRG00000006019:3777	ENSGGOG00000011948:3779	ENSPPYG00000005487:3256	ENSMMUG00000007664:3443	ENSMUSG00000023073:1629	ENSMODG00000005811:1068	ENSOANG00000011322:1166	ENSGALG00000016858:1077
ENSG00000158560:3602	ENSPTRG00000019422:3000	ENSPTRG00000019422:3000	ENSGGOG00000000228:3045	ENSPPYG00000017798:2757	ENSMMUG00000005915:2997	ENSMUSG00000029757:2977	ENSMODG00000016718:273	ENSOANG00000015251:381	ENSGALG00000009722:2434
ENSG00000019144:6248	ENSPTRG00000004351:5543	ENSPTRG00000004351:5543	ENSGGOG00000015323:5699	ENSPPYG00000003940:5341	ENSMMUG00000002544:5603	ENSMUSG00000048537:6200	ENSMODG00000013416:4515	ENSOANG00000003754:3740	ENSGALG00000024033:1229
ENSG00000136770:2348	ENSPTRG00000002349:2117	ENSPTRG00000002349:2117	ENSGGOG00000011907:1678	ENSPPYG00000002140:1677	ENSMMUG00000023649:2060	ENSMUSG00000026740:1792	ENSMODG00000009100:1548	ENSOANG00000005698:1605	ENSGALG00000007914:1648
ENSG00000163069:4248	ENSPTRG00000016053:4222	ENSPTRG00000016053:4222	ENSGGOG00000016842:1781	ENSPPYG00000014780:2844	ENSMMUG00000018941:1171	ENSMUSG00000029156:1238	ENSMODG00000020644:932	ENSOANG00000000625:960	ENSGALG00000013968:2913
ENSG00000170835:2384	ENSPTRG00000021507:2271	ENSPTRG00000021507:2271	ENSGGOG00000015855:2217	ENSPPYG00000019875:1581	ENSMMUG00000001272:2334	ENSMUSG00000026818:2063	ENSMODG00000012628:1797	ENSOANG00000014725:1683	ENSGALG00000003471:1763
ENSG00000135040:3645	ENSPTRG00000021071:2726	ENSPTRG00000021071:2726	ENSGGOG00000011527:2643	ENSPPYG00000019336:2178	ENSMMUG00000001898:2708	ENSMUSG00000021555:2532	ENSMODG00000008181:2178	ENSOANG00000022279:519	ENSGALG00000012598:2544
ENSG00000094755:3537	ENSPTRG00000017520:3264	ENSPTRG00000017520:3264	ENSGGOG00000003834:3327	ENSPPYG00000016147:780	ENSMMUG00000000570:2743	ENSMUSG00000020159:3377	ENSMODG00000006766:1327	ENSOANG00000007799:1490	ENSGALG00000002152:1335
ENSG00000064309:8112	ENSPTRG00000004452:8087	ENSPTRG00000004452:8087	ENSGGOG00000013767:4263	ENSPPYG00000004042:3339	ENSMMUG00000007628:3867	ENSMUSG00000038119:6139	ENSMODG00000004499:3858	ENSOANG00000003430:3564	ENSGALG00000000939:3798
ENSG00000072315:5839	ENSPTRG00000022192:3165	ENSPTRG00000022192:3165	ENSGGOG00000015892:5840	ENSPPYG00000020638:2925	ENSMMUG00000010424:5345	ENSMUSG00000041710:4158	ENSMODG00000005054:1916	ENSOANG00000002401:2473	ENSGALG00000007972:2724
ENSG00000085415:3503	ENSPTRG00000009885:1368	ENSPTRG00000009885:1368	ENSGGOG00000011204:765	ENSPPYG00000008982:3601	ENSMMUG00000006800:3405	ENSMUSG00000079614:2230	ENSMODG00000021421:1278	ENSOANG00000004547:1168	ENSGALG00000013872:1778
ENSG00000197329:3750	ENSPTRG00000023869:3505	ENSPTRG00000023869:3505	ENSGGOG00000013460:3767	ENSPPYG00000012369:1257	ENSMMUG00000008773:3495	ENSMUSG00000020134:4091	ENSMODG00000003212:1324	ENSOANG00000012431:1481	ENSGALG00000008837:3616
ENSG00000137825:1940	ENSPTRG00000006947:1648	ENSPTRG00000006947:1648	ENSGGOG00000007000:927	ENSPPYG00000006375:1353	ENSMMUG00000008169:1700	ENSMUSG00000027296:1818	ENSMODG00000000126:1383	ENSOANG00000001182:423	ENSGALG00000008603:2160
ENSG00000133641:2894	ENSPTRG00000005277:2871	ENSPTRG00000005277:2871	ENSGGOG00000005986:1155	ENSPPYG00000004813:2822	ENSMMUG00000015860:2884	ENSMUSG00000046567:2341	ENSMODG00000020507:978	ENSOANG00000006642:2248	ENSGALG00000011168:1106
ENSG00000167123:5457	ENSPTRG00000021429:2324	ENSPTRG00000021429:2324	ENSGGOG00000005019:2686	ENSPPYG00000019653:1587	ENSMMUG00000032020:2485	ENSMUSG00000039787:3047	ENSMODG00000005999:1833	ENSOANG00000011889:1122	ENSGALG00000004986:963
ENSG00000149972:3833	ENSPTRG00000004201:3792	ENSPTRG00000004201:3792	ENSGGOG00000016800:2265	ENSPPYG00000003797:3252	ENSMMUG00000016737:3781	ENSMUSG00000039488:3704	ENSMODG00000000441:3160	ENSOANG00000010496:2847	ENSGALG00000017197:3460
ENSG00000161526:2519	ENSPTRG00000009652:2519	ENSPTRG00000009652:2519	ENSGGOG00000009499:1380	ENSPPYG00000008633:927	ENSMMUG00000021636:2330	ENSMUSG00000020755:3654	ENSMODG00000007562:937	ENSOANG00000015843:939	ENSGALG00000002415:1398
ENSG00000073614:10932	ENSPTRG00000004507:7008	ENSPTRG00000004507:7008	ENSGGOG00000004563:4580	ENSPPYG00000004132:6900	ENSMMUG00000013653:5274	ENSMUSG00000030180:10954	ENSMODG00000018390:5808	ENSOANG00000010936:4772	ENSGALG00000012986:5383
ENSG00000102901:2238	ENSPTRG00000008246:1861	ENSPTRG00000008246:1861	ENSGGOG00000001458:2040	ENSPPYG00000007470:1686	ENSMMUG00000007802:1757	ENSMUSG00000036672:1767	ENSMODG00000005562:1214	ENSOANG00000005197:1837	ENSGALG00000001539:757
ENSG00000152270:6145	ENSPTRG00000003386:3267	ENSPTRG00000003386:3267	ENSGGOG00000006999:6093	ENSPPYG00000003464:4476	ENSMMUG00000000759:4768	ENSMUSG00000030671:6573	ENSMODG00000007280:2358	ENSOANG00000006367:450	ENSGALG00000006035:3114
ENSG00000100784:4306	ENSPTRG00000006631:3551	ENSPTRG00000006631:3551	ENSGGOG00000004254:3671	ENSPPYG00000006063:3194	ENSMMUG00000005586:3827	ENSMUSG00000021180:4406	ENSMODG00000002626:2511	ENSOANG00000015363:2063	ENSGALG00000010698:4174
ENSG00000188986:2698	ENSPTRG00000022748:1437	ENSPTRG00000022748:1437	ENSGGOG00000001897:2565	ENSPPYG00000019825:1740	ENSMMUG00000004942:1728	ENSMUSG00000013465:2866	ENSMODG00000017220:1743	ENSOANG00000009972:1699	ENSGALG00000008532:2154
ENSG00000103174:2203	ENSPTRG00000007735:2201	ENSPTRG00000007735:2201	ENSGGOG00000004837:2229	ENSPPYG00000007075:2181	ENSMMUG00000011499:2202	ENSMUSG00000023143:2240	ENSMODG00000005871:1543	ENSOANG00000008714:1634	ENSGALG00000002084:1541
ENSG00000156504:4406	ENSPTRG00000022290:1504	ENSPTRG00000022290:1504	ENSGGOG00000025221:3398	ENSPPYG00000020736:3318	ENSMMUG00000016948:954	ENSMUSG00000036022:4357	ENSMODG00000015195:873	ENSOANG00000011688:717	ENSGALG00000006108:1090
ENSG00000197353:562	ENSPTRG00000023992:545	ENSPTRG00000023992:545	ENSGGOG00000023475:548	ENSPPYG00000018922:378	ENSMMUG00000012139:375	ENSMUSG00000022595:507	ENSMODG00000000038:372	ENSOANG00000014075:634	ENSGALG00000021826:697
ENSG00000049239:9117	ENSPTRG00000000113:2370	ENSPTRG00000000113:2370	ENSGGOG00000010299:4030	ENSPPYG00000001914:2376	ENSMMUG00000016711:5891	ENSMUSG00000028980:4960	ENSMODG00000009247:2544	ENSOANG00000012812:666	ENSGALG00000002492:2328
ENSG00000180113:6893	ENSPTRG00000018237:8784	ENSPTRG00000018237:8784	ENSGGOG00000012971:8729	ENSPPYG00000016671:6829	ENSMMUG00000019252:7138	ENSMUSG00000040140:7055	ENSMODG00000018889:6186	ENSOANG00000008274:5640	ENSGALG00000016712:2151
ENSG00000185163:4739	ENSPTRG00000005647:1999	ENSPTRG00000005647:1999	ENSGGOG00000010250:2368	ENSPPYG00000005135:2230	ENSMMUG00000006739:2329	ENSMUSG00000029504:4846	ENSMODG00000015355:1902	ENSOANG00000012187:1920	ENSGALG00000006338:2720
ENSG00000065457:1869	ENSPTRG00000008363:2710	ENSPTRG00000008363:2710	ENSGGOG00000014665:1837	ENSPPYG00000007566:1509	ENSMMUG00000005751:1812	ENSMUSG00000031949:4399	ENSMODG00000002203:1519	ENSOANG00000008178:1534	ENSGALG00000000908:1518
ENSG00000111732:2794	ENSPTRG00000004640:1784	ENSPTRG00000004640:1784	ENSGGOG00000003338:1706	ENSPPYG00000004242:588	ENSMMUG00000019134:894	ENSMUSG00000040627:2644	ENSMODG00000018002:597	ENSOANG00000007150:597	ENSGALG00000014280:749
ENSG00000069974:3600	ENSPTRG00000007095:2711	ENSPTRG00000007095:2711	ENSGGOG00000014519:2734	ENSPPYG00000006496:2551	ENSMMUG00000020694:2471	ENSMUSG00000032202:2971	ENSMODG00000007980:737	ENSOANG00000001183:576	ENSGALG00000004435:968
ENSG00000213551:3032	ENSPTRG00000034219:603	ENSPTRG00000034219:603	ENSGGOG00000015046:3040	ENSPPYG00000002343:783	ENSMMUG00000011282:2998	ENSMUSG00000021811:1366	ENSMODG00000000167:780	ENSOANG00000001118:1225	ENSGALG00000002701:1328
ENSG00000136152:4498	ENSPTRG00000005847:2492	ENSPTRG00000005847:2492	ENSGGOG00000006014:1644	ENSPPYG00000005340:2229	ENSMMUG00000018409:4513	ENSMUSG00000034893:4222	ENSMODG00000014952:2557	ENSOANG00000015582:2319	ENSGALG00000016980:2646
ENSG00000205060:6844	ENSPTRG00000028390:2324	ENSPTRG00000028390:2324	ENSGGOG00000001736:1432	ENSPPYG00000018016:2150	ENSMMUG00000000916:2527	ENSMUSG00000018999:6253	ENSMODG00000014153:990	ENSOANG00000011481:921	ENSGALG00000008463:1114
ENSG00000160404:2509	ENSPTRG00000021396:1700	ENSPTRG00000021396:1700	ENSGGOG00000011044:1541	ENSPPYG00000019629:966	ENSMMUG00000016429:2496	ENSMUSG00000009563:1536	ENSMODG00000005518:1010	ENSOANG00000007350:822	ENSGALG00000004996:837
ENSG00000104626:4614	ENSPTRG00000019970:2112	ENSPTRG00000019970:2112	ENSGGOG00000013059:4509	ENSPPYG00000018370:1050	ENSMMUG00000008867:939	ENSMUSG00000031527:4193	ENSMODG00000019026:1053	ENSOANG00000008566:951	ENSGALG00000011448:1660
ENSG00000162383:3384	ENSPTRG00000000750:2446	ENSPTRG00000000750:2446	ENSGGOG00000005646:2677	ENSPPYG00000001338:1683	ENSMMUG00000007605:2696	ENSMUSG00000008932:3160	ENSMODG00000000493:1692	ENSOANG00000003833:1371	ENSGALG00000010673:1701
ENSG00000099810:6305	ENSPTRG00000020825:5109	ENSPTRG00000020825:5109	ENSGGOG00000012929:1105	ENSPPYG00000019171:2236	ENSMMUG00000001137:1992	ENSMUSG00000062937:2797	ENSMODG00000003781:821	ENSOANG00000013963:354	ENSGALG00000008174:1580
ENSG00000167861:3341	ENSPTRG00000009625:3210	ENSPTRG00000009625:3210	ENSGGOG00000003327:3253	ENSPPYG00000008612:2298	ENSMMUG00000023406:3192	ENSMUSG00000034586:3276	ENSMODG00000007110:2393	ENSOANG00000004376:2133	ENSGALG00000007808:3055
ENSG00000142611:8721	ENSPTRG00000000059:3600	ENSPTRG00000000059:3600	ENSGGOG00000003763:8601	ENSPPYG00000001968:3279	ENSMMUG00000009350:3145	ENSMUSG00000039410:8611	ENSMODG00000019057:4016	ENSOANG00000014603:2037	ENSGALG00000001063:3804
ENSG00000156219:1717	ENSPTRG00000016184:1499	ENSPTRG00000016184:1499	ENSGGOG00000011577:1604	ENSPPYG00000014857:1167	ENSMMUG00000020907:918	ENSMUSG00000034842:2273	ENSMODG00000019293:648	ENSOANG00000013753:848	ENSGALG00000012603:623
ENSG00000102572:6551	ENSPTRG00000005988:4393	ENSPTRG00000005988:4393	ENSGGOG00000001983:4247	ENSPPYG00000005461:1077	ENSMMUG00000009173:3300	ENSMUSG00000063410:2116	ENSMODG00000008378:1394	ENSOANG00000005462:1318	ENSGALG00000016885:3700
ENSG00000108306:2419	ENSPTRG00000009090:2419	ENSPTRG00000009090:2419	ENSGGOG00000009694:2437	ENSPPYG00000008489:1248	ENSMMUG00000030060:1272	ENSMUSG00000020883:9262	ENSMODG00000012737:1314	ENSOANG00000011737:1313	ENSGALG00000001682:1459
ENSG00000111199:3237	ENSPTRG00000005430:2415	ENSPTRG00000005430:2415	ENSGGOG00000004623:2765	ENSPPYG00000004938:2055	ENSMMUG00000003942:2058	ENSMUSG00000014158:3231	ENSMODG00000004471:2539	ENSOANG00000010408:1545	ENSGALG00000005152:4124
ENSG00000127419:2477	ENSPTRG00000015816:1505	ENSPTRG00000015816:1505	ENSGGOG00000010287:1764	ENSPPYG00000014512:687	ENSMMUG00000017221:1282	ENSMUSG00000013495:2986	ENSMODG00000005555:1584	ENSOANG00000006520:1176	ENSGALG00000015368:3133
ENSG00000131808:1920	ENSPTRG00000003463:1917	ENSPTRG00000003463:1917	ENSGGOG00000009510:1916	ENSPPYG00000003397:390	ENSMMUG00000018882:390	ENSMUSG00000027120:1600	ENSMODG00000009526:450	ENSOANG00000010708:393	ENSGALG00000012140:2438
ENSG00000102805:4064	ENSPTRG00000005940:1158	ENSPTRG00000005940:1158	ENSGGOG00000013888:2571	ENSPPYG00000005424:1224	ENSMMUG00000021457:1977	ENSMUSG00000022125:2396	ENSMODG00000001150:1053	ENSOANG00000012184:906	ENSGALG00000016917:1249
ENSG00000128607:4574	ENSPTRG00000019687:4477	ENSPTRG00000019687:4477	ENSGGOG00000000677:4463	ENSPPYG00000017999:1329	ENSMMUG00000009325:4470	ENSMUSG00000029775:5929	ENSMODG00000014616:1218	ENSOANG00000011461:1229	ENSGALG00000008013:1271
ENSG00000133115:2205	ENSPTRG00000005801:1900	ENSPTRG00000005801:1900	ENSGGOG00000011813:1808	ENSPPYG00000005297:876	ENSMMUG00000002107:1899	ENSMUSG00000027744:1780	ENSMODG00000010211:867	ENSOANG00000015509:904	ENSGALG00000017039:846
ENSG00000137414:4677	ENSPTRG00000017751:4662	ENSPTRG00000017751:4662	ENSGGOG00000025141:957	ENSPPYG00000016258:1239	ENSMMUG00000001992:1513	ENSMUSG00000069237:3664	ENSMODG00000024641:543	ENSOANG00000011862:1081	ENSGALG00000019573:515
ENSG00000168447:2724	ENSPTRG00000007884:1950	ENSPTRG00000007884:1950	ENSGGOG00000001543:2581	ENSPPYG00000007187:1353	ENSMMUG00000000524:2565	ENSMUSG00000030873:2478	ENSMODG00000006819:1938	ENSOANG00000014301:1987	ENSGALG00000006202:2125
ENSG00000134247:6178	ENSPTRG00000001158:6011	ENSPTRG00000001158:6011	ENSGGOG00000011825:6014	ENSPPYG00000000978:5908	ENSMMUG00000016900:6161	ENSMUSG00000027864:5902	ENSMODG00000005096:2652	ENSOANG00000005344:2655	ENSGALG00000015464:2769
ENSG00000131871:1180	ENSPTRG00000007512:1230	ENSPTRG00000007512:1230	ENSGGOG00000008959:525	ENSPPYG00000006826:567	ENSMMUG00000011823:1794	ENSMUSG00000075701:1198	ENSMODG00000012032:567	ENSOANG00000002268:567	ENSGALG00000007162:1318
ENSG00000108061:3947	ENSPTRG00000002941:3785	ENSPTRG00000002941:3785	ENSGGOG00000008466:3833	ENSPPYG00000002651:3905	ENSMMUG00000017206:3842	ENSMUSG00000024976:3965	ENSMODG00000010356:1792	ENSOANG00000001591:1885	ENSGALG00000008771:4119
ENSG00000164938:5651	ENSPTRG00000020435:5598	ENSPTRG00000020435:5598	ENSGGOG00000009191:5389	ENSPPYG00000018758:723	ENSMMUG00000005360:791	ENSMUSG00000028211:5426	ENSMODG00000007001:759	ENSOANG00000001451:842	ENSGALG00000015987:4215
ENSG00000113494:12443	ENSPTRG00000016787:2540	ENSPTRG00000016787:2540	ENSGGOG00000000546:11762	ENSPPYG00000015393:4578	ENSMMUG00000006302:3792	ENSMUSG00000005268:16607	ENSMODG00000020376:1809	ENSOANG00000014529:1845	ENSGALG00000003446:2629
ENSG00000075336:1527	ENSPTRG00000010110:1545	ENSPTRG00000010110:1545	ENSGGOG00000015941:1541	ENSPPYG00000009239:672	ENSMMUG00000023299:1513	ENSMUSG00000024645:1315	ENSMODG00000012393:756	ENSOANG00000000411:800	ENSGALG00000013709:1191
ENSG00000176623:3064	ENSPTRG00000020396:3062	ENSPTRG00000020396:3062	ENSGGOG00000015004:2757	ENSPPYG00000018725:2649	ENSMMUG00000006307:1209	ENSMUSG00000028229:1975	ENSMODG00000008100:816	ENSOANG00000002040:943	ENSGALG00000022790:1086
ENSG00000158296:5321	ENSPTRG00000013586:3990	ENSPTRG00000013586:3990	ENSGGOG00000004452:4049	ENSPPYG00000011096:1635	ENSMMUG00000016924:2509	ENSMUSG00000018459:3524	ENSMODG00000016228:2666	ENSOANG00000015015:1460	ENSGALG00000004445:2118
ENSG00000198042:3571	ENSPTRG00000020149:3560	ENSPTRG00000020149:3560	ENSGGOG00000010487:3385	ENSPPYG00000018501:903	ENSMMUG00000010244:3353	ENSMUSG00000031578:1857	ENSMODG00000011096:1017	ENSOANG00000002395:894	ENSGALG00000001663:1304
ENSG00000165661:4530	ENSPTRG00000021547:4482	ENSPTRG00000021547:4482	ENSGGOG00000014107:1782	ENSPPYG00000019766:2097	ENSMMUG00000004885:1483	ENSMUSG00000036327:4156	ENSMODG00000017555:2071	ENSOANG00000002658:1798	ENSGALG00000001758:1665
ENSG00000155906:2097	ENSPTRG00000018713:1551	ENSPTRG00000018713:1551	ENSGGOG00000007148:1369	ENSPPYG00000017108:1853	ENSMMUG00000018342:1366	ENSMUSG00000019763:3766	ENSMODG00000016750:1347	ENSOANG00000003327:1351	ENSGALG00000012968:1515
ENSG00000137824:3138	ENSPTRG00000006927:2235	ENSPTRG00000006927:2235	ENSGGOG00000002156:2251	ENSPPYG00000006358:2137	ENSMMUG00000000306:1416	ENSMUSG00000070730:2604	ENSMODG00000000249:1407	ENSOANG00000000502:1410	ENSGALG00000004468:1637
ENSG00000171763:3827	ENSPTRG00000007034:1953	ENSPTRG00000007034:1953	ENSGGOG00000028274:2121	ENSPPYG00000006445:2262	ENSMMUG00000005858:2513	ENSMUSG00000074876:1284	ENSMODG00000017634:2265	ENSOANG00000006987:468	ENSGALG00000005682:2385
ENSG00000080802:6723	ENSPTRG00000019727:5400	ENSPTRG00000019727:5400	ENSGGOG00000000142:3072	ENSPPYG00000018026:2617	ENSMMUG00000016181:4343	ENSMUSG00000038784:3818	ENSMODG00000014068:2287	ENSOANG00000005006:2154	ENSGALG00000011682:2547
ENSG00000141433:3413	ENSPTRG00000009825:3221	ENSPTRG00000009825:3221	ENSGGOG00000010595:3134	ENSPPYG00000009042:535	ENSMMUG00000016216:534	ENSMUSG00000024256:2088	ENSMODG00000021476:525	ENSOANG00000006814:614	ENSGALG00000014858:528
ENSG00000104679:1624	ENSPTRG00000020076:1600	ENSPTRG00000020076:1600	ENSGGOG00000013817:1455	ENSPPYG00000018436:1380	ENSMMUG00000016655:1596	ENSMUSG00000034194:2040	ENSMODG00000016809:1278	ENSOANG00000013877:1572	ENSGALG00000000405:2127
ENSG00000169862:5570	ENSPTRG00000016731:5413	ENSPTRG00000016731:5413	ENSGGOG00000014843:3753	ENSPPYG00000015348:5099	ENSMMUG00000023419:4623	ENSMUSG00000022240:5917	ENSMODG00000002489:3557	ENSOANG00000011600:1858	ENSGALG00000013001:2760
ENSG00000134569:8211	ENSPTRG00000003554:5853	ENSPTRG00000003554:5853	ENSGGOG00000001024:7931	ENSPPYG00000003315:7820	ENSMMUG00000013100:8186	ENSMUSG00000027253:7926	ENSMODG00000019898:5541	ENSOANG00000001954:4452	ENSGALG00000008292:5706
ENSG00000140945:3830	ENSPTRG00000008400:3678	ENSPTRG00000008400:3678	ENSGGOG00000012330:3721	ENSPPYG00000007593:3820	ENSMMUG00000020114:3687	ENSMUSG00000031841:3884	ENSMODG00000015029:1989	ENSOANG00000011335:1044	ENSGALG00000005483:1527
ENSG00000085741:1927	ENSPTRG00000004090:1927	ENSPTRG00000004090:1927	ENSGGOG00000015024:1929	ENSPPYG00000003696:1065	ENSMMUG00000006921:1938	ENSMUSG00000015957:3077	ENSMODG00000005538:807	ENSOANG00000007610:1101	ENSGALG00000000839:1829
ENSG00000066135:4508	ENSPTRG00000000643:3125	ENSPTRG00000000643:3125	ENSGGOG00000009042:4444	ENSPPYG00000001442:4471	ENSMMUG00000012479:3189	ENSMUSG00000033326:5056	ENSMODG00000003080:3737	ENSOANG00000006398:3735	ENSGALG00000010074:3248
ENSG00000019485:2232	ENSPTRG00000003533:1715	ENSPTRG00000003533:1715	ENSGGOG00000017094:1986	ENSPPYG00000003333:567	ENSMMUG00000015106:1850	ENSMUSG00000075028:14390	ENSMODG00000019874:1395	ENSOANG00000009486:759	ENSGALG00000008053:1415
ENSG00000148341:3237	ENSPTRG00000021447:1892	ENSPTRG00000021447:1892	ENSGGOG00000015310:1840	ENSPPYG00000019671:1125	ENSMMUG00000011759:5234	ENSMUSG00000026860:1853	ENSMODG00000006632:1273	ENSOANG00000014623:585	ENSGALG00000004512:2601
ENSG00000148572:1850	ENSPTRG00000002539:1890	ENSPTRG00000002539:1890	ENSGGOG00000013016:1920	ENSPPYG00000002411:1841	ENSMMUG00000017726:1854	ENSMUSG00000075000:1788	ENSMODG00000017183:864	ENSOANG00000015265:1605	ENSGALG00000002959:873
ENSG00000083635:3492	ENSPTRG00000005838:3449	ENSPTRG00000005838:3449	ENSGGOG00000000356:1287	ENSPPYG00000005331:828	ENSMMUG00000016609:509	ENSMUSG00000022009:3974	ENSMODG00000014924:1247	ENSOANG00000015591:1065	ENSGALG00000016972:2801
ENSG00000138185:13355	ENSPTRG00000002787:12931	ENSPTRG00000002787:12931	ENSGGOG00000005345:1982	ENSPPYG00000002511:1654	ENSMMUG00000022658:1950	ENSMUSG00000048120:4361	ENSMODG00000004965:1533	ENSOANG00000020777:709	ENSGALG00000007078:4019
ENSG00000048052:8869	ENSPTRG00000018959:4775	ENSPTRG00000018959:4775	ENSGGOG00000013656:4710	ENSPPYG00000017755:5729	ENSMMUG00000011170:4878	ENSMUSG00000004698:5939	ENSMODG00000001442:3497	ENSOANG00000009613:1836	ENSGALG00000010854:6353
ENSG00000167257:2646	ENSPTRG00000004323:2646	ENSPTRG00000004323:2646	ENSGGOG00000014362:2683	ENSPPYG00000003911:2112	ENSMMUG00000002067:2632	ENSMUSG00000042790:4002	ENSMODG00000013720:2313	ENSOANG00000014350:1827	ENSGALG00000007277:1747
ENSG00000116396:3883	ENSPTRG00000001073:3700	ENSPTRG00000001073:3700	ENSGGOG00000013142:3924	ENSPPYG00000001053:1902	ENSMMUG00000004614:2641	ENSMUSG00000027895:3012	ENSMODG00000001720:1958	ENSOANG00000005888:1277	ENSGALG00000000400:2218
ENSG00000157992:1184	ENSPTRG00000011770:855	ENSPTRG00000011770:855	ENSGGOG00000001059:856	ENSPPYG00000012545:723	ENSMMUG00000005095:1020	ENSMUSG00000029149:918	ENSMODG00000015620:732	ENSOANG00000021530:408	ENSGALG00000016510:1101
ENSG00000174231:7273	ENSPTRG00000008531:4666	ENSPTRG00000008531:4666	ENSGGOG00000005516:7162	ENSPPYG00000007777:7008	ENSMMUG00000004820:7012	ENSMUSG00000020850:7483	ENSMODG00000010480:7070	ENSOANG00000004250:5946	ENSGALG00000002943:7183
ENSG00000140297:3137	ENSPTRG00000007128:2355	ENSPTRG00000007128:2355	ENSGGOG00000015222:2164	ENSPPYG00000006522:1317	ENSMMUG00000018426:2181	ENSMUSG00000032226:4301	ENSMODG00000024649:1326	ENSOANG00000006004:1317	ENSGALG00000021404:1290
ENSG00000120549:9867	ENSPTRG00000002362:7776	ENSPTRG00000002362:7776	ENSGGOG00000014822:7520	ENSPPYG00000002154:5538	ENSMMUG00000008376:7446	ENSMUSG00000036617:10468	ENSMODG00000008903:5745	ENSOANG00000006020:1422	ENSGALG00000007766:3723
ENSG00000133065:4997	ENSPTRG00000001906:3820	ENSPTRG00000001906:3820	ENSGGOG00000012751:3382	ENSPPYG00000000297:4835	ENSMMUG00000021426:4828	ENSMUSG00000013275:4697	ENSMODG00000001859:1542	ENSOANG00000005220:1080	ENSGALG00000000721:2021
ENSG00000166507:3893	ENSPTRG00000002641:3643	ENSPTRG00000002641:3643	ENSGGOG00000006203:3533	ENSPPYG00000002327:2652	ENSMMUG00000022976:3040	ENSMUSG00000039308:3467	ENSMODG00000000427:2655	ENSOANG00000013314:2721	ENSGALG00000005107:3259
ENSG00000174206:2672	ENSPTRG00000005171:2672	ENSPTRG00000005171:2672	ENSGGOG00000016604:1463	ENSPPYG00000004725:1407	ENSMMUG00000001955:2665	ENSMUSG00000053684:3136	ENSMODG00000020932:1341	ENSOANG00000001394:1065	ENSGALG00000009827:1341
ENSG00000144331:4460	ENSPTRG00000012696:2743	ENSPTRG00000012696:2743	ENSGGOG00000008716:2612	ENSPPYG00000012984:2115	ENSMMUG00000003855:2473	ENSMUSG00000027016:4982	ENSMODG00000010201:1486	ENSOANG00000008647:1191	ENSGALG00000009012:1711
ENSG00000100364:7016	ENSPTRG00000014493:2697	ENSPTRG00000014493:2697	ENSGGOG00000001170:2556	ENSPPYG00000011929:6123	ENSMMUG00000004131:1209	ENSMUSG00000036046:6845	ENSMODG00000007132:1562	ENSOANG00000015794:1020	ENSGALG00000014226:1547
ENSG00000146399:1020	ENSPTRG00000018612:1020	ENSPTRG00000018612:1020	ENSGGOG00000027671:975	ENSPPYG00000017016:1020	ENSMMUG00000015088:1081	ENSMUSG00000056379:1114	ENSMODG00000023312:1020	ENSOANG00000005320:1047	ENSGALG00000013994:993
ENSG00000166035:2287	ENSPTRG00000007115:1603	ENSPTRG00000007115:1603	ENSGGOG00000008125:1859	ENSPPYG00000006511:1443	ENSMMUG00000009566:1587	ENSMUSG00000032207:1583	ENSMODG00000008689:1368	ENSOANG00000020008:1039	ENSGALG00000004230:1468
ENSG00000108292:9899	ENSPTRG00000009072:4659	ENSPTRG00000009072:4659	ENSGGOG00000015509:7458	ENSPPYG00000008508:4843	ENSMMUG00000002637:5467	ENSMUSG00000038437:7364	ENSMODG00000012598:3747	ENSOANG00000021412:642	ENSGALG00000001574:3156
